family_combined,name,cost_unit,qtt,cost,description,creation_date,modification_date,billed_person_id,customer_name
7 - Mobile,06 82 71 14 15 - Business Smartphone 20 Go + 07 00 00 70 63 15 67 - Accès Internet mobile 5 Go,28.5,1.0,28.5,,2024-10-03 15:27:32,2024-12-21 07:50:24,971584,SADAPS CORPORATION
7 - Mobile,06 82 71 14 26 - Business Smartphone 20 Go + 07 00 00 70 63 15 68 - Accès Internet mobile 5 Go,28.5,1.0,28.5,,2024-10-03 15:27:32,2024-12-21 07:50:24,971584,SADAPS CORPORATION
7 - Mobile,06 99 00 79 28 - Business Smartphone 20 Go + 07 00 00 70 63 15 87 - Accès Internet mobile 5 Go,28.5,1.0,28.5,,2024-10-03 15:43:28,2024-12-21 07:50:24,971584,SADAPS CORPORATION
7 - Mobile,06 99 09 26 17 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 15:43:28,2024-12-21 07:50:24,971584,SADAPS CORPORATION
7 - Mobile,06 99 25 44 29 - Business Smartphone 20 Go,18.0,1.0,18.0,,2025-02-06 09:40:25,2025-02-06 09:40:25,971584,SADAPS CORPORATION
7 - Mobile,06 99 76 25 76 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-10-03 15:08:44,2024-12-21 07:50:24,971584,SADAPS CORPORATION
7 - Mobile,06 99 80 13 30 - Business Smartphone 20 Go + 07 00 00 70 63 15 88 - Accès Internet mobile 5 Go,28.5,1.0,28.5,,2024-10-03 15:43:28,2024-12-21 07:50:24,971584,SADAPS CORPORATION
7 - Mobile,07 55 65 33 79 - Business Smartphone 50 Go + 07 00 00 71 72 25 14 - Accès Internet mobile 5 Go,32.5,1.0,32.5,,2024-04-11 16:19:52,2025-02-24 10:30:08,971584,SADAPS CORPORATION
7 - Mobile,07 57 00 51 77 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-02-12 11:35:27,2024-12-21 07:50:24,971584,SADAPS CORPORATION
7 - Mobile,07 57 78 81 71 - Business Smartphone 20 Go + 07 00 00 70 63 15 60 - Accès Internet mobile 5 Go,28.5,1.0,28.5,,2024-10-03 15:27:32,2024-12-21 07:50:24,971584,SADAPS CORPORATION
7 - Mobile,07 57 97 02 37 - Business Smartphone 20 Go,18.0,1.0,18.0,,2025-04-04 10:31:06,2025-04-04 10:31:06,971584,SADAPS CORPORATION
7 - Mobile,07 60 61 24 30 - Business Smartphone 20 Go + 07 00 00 70 63 15 89 - Accès Internet mobile 5 Go,28.5,1.0,28.5,,2024-10-03 15:43:28,2024-12-21 07:50:24,971584,SADAPS CORPORATION
7 - Mobile,07 84 22 67 94 - Business Smartphone 20 Go + 07 00 00 70 63 15 64 - Accès Internet mobile 5 Go,28.5,1.0,28.5,,2024-10-03 15:27:32,2024-12-21 07:50:24,971584,SADAPS CORPORATION
7 - Mobile,06 03 19 58 69 - Business Smartphone 20 Go + 07 00 00 70 71 68 15 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:46:36,2024-11-12 15:46:36,744987,SADAPS DISTRIBUTION
7 - Mobile,06 09 94 96 19 - Business Smartphone 20 Go + 07 00 00 70 71 68 17 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:46:36,2024-11-12 15:46:36,744987,SADAPS DISTRIBUTION
7 - Mobile,06 14 26 18 47 - Business Smartphone 20 Go + 07 00 00 70 71 68 18 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:46:36,2024-11-12 15:46:36,744987,SADAPS DISTRIBUTION
7 - Mobile,06 14 26 18 51 - Business Smartphone 20 Go + 07 00 00 70 71 68 19 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:50:12,2024-11-29 14:39:53,744987,SADAPS DISTRIBUTION
7 - Mobile,06 14 26 18 53 - Business Smartphone 20 Go + 07 00 00 70 71 68 22 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:50:12,2024-11-29 14:39:53,744987,SADAPS DISTRIBUTION
7 - Mobile,06 14 26 18 58 - Business Smartphone 20 Go + 07 00 00 70 71 68 23 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:50:12,2024-11-29 10:07:06,744987,SADAPS DISTRIBUTION
7 - Mobile,06 14 26 18 61 - Business Smartphone 20 Go + 07 00 00 70 71 68 24 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:50:12,2024-11-12 15:50:12,744987,SADAPS DISTRIBUTION
7 - Mobile,06 14 26 18 63 - Business Smartphone 20 Go + 07 00 00 70 71 68 25 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:53:21,2024-11-12 15:53:21,744987,SADAPS DISTRIBUTION
7 - Mobile,06 14 26 18 65 - Business Smartphone 20 Go + 07 00 00 70 71 68 26 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:53:21,2024-11-12 15:58:40,744987,SADAPS DISTRIBUTION
7 - Mobile,06 14 26 18 66 - Business Smartphone 20 Go + 07 00 00 08 93 31 06 Business Data Only 5 Go,28.5,1.0,28.5,,2024-02-23 14:29:25,2024-11-29 14:37:45,744987,SADAPS DISTRIBUTION
7 - Mobile,06 14 26 18 71 - Business Smartphone 20 Go + 07 00 00 70 71 68 29 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:58:40,2024-11-12 15:58:40,744987,SADAPS DISTRIBUTION
7 - Mobile,06 14 26 18 72 - Business Smartphone 20 Go + 07 00 00 70 71 68 31 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:58:40,2024-11-12 15:58:40,744987,SADAPS DISTRIBUTION
7 - Mobile,06 14 26 18 76 - Business Smartphone 20 Go + 07 00 00 70 71 68 30 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:58:40,2024-11-12 15:58:40,744987,SADAPS DISTRIBUTION
7 - Mobile,06 14 26 18 81 - Business Smartphone 20 Go + 07 00 00 70 71 68 23 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 14:46:50,2024-11-12 14:47:16,744987,SADAPS DISTRIBUTION
7 - Mobile,06 14 26 18 82 - Business Smartphone 20 Go + 07 00 00 70 71 68 32 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:58:40,2024-11-12 15:58:40,744987,SADAPS DISTRIBUTION
7 - Mobile,06 21 37 58 86 - Business Smartphone 20 Go + 07 00 00 70 71 68 33 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 16:20:14,2024-11-12 16:20:14,744987,SADAPS DISTRIBUTION
7 - Mobile,06 23 91 46 76 - Business Smartphone 20 Go + 07 00 00 70 71 68 35 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 16:20:14,2024-11-12 16:20:14,744987,SADAPS DISTRIBUTION
7 - Mobile,06 24 53 45 82 - Business Smartphone 20 Go + 07 00 00 70 71 68 36 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 16:20:14,2024-11-29 14:40:47,744987,SADAPS DISTRIBUTION
7 - Mobile,06 24 53 46 20 - Business Smartphone 20 Go + 07 00 00 70 71 67 79 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 14:46:50,2024-11-12 14:47:16,744987,SADAPS DISTRIBUTION
7 - Mobile,06 24 93 03 43 - Business Smartphone 20 Go + 07 00 00 70 71 67 81 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 14:46:50,2024-11-12 14:46:50,744987,SADAPS DISTRIBUTION
7 - Mobile,06 26 06 45 35 - Business Smartphone 20 Go + 07 00 00 70 71 67 82 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 14:46:50,2024-11-29 14:37:45,744987,SADAPS DISTRIBUTION
7 - Mobile,06 28 40 79 01 - Business Smartphone 20 Go + 07 00 00 70 71 68 37 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 16:20:14,2024-11-12 16:20:14,744987,SADAPS DISTRIBUTION
7 - Mobile,06 38 59 65 08 - Business Smartphone 20 Go + 07 00 00 70 71 68 11 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:46:36,2024-11-12 15:46:36,744987,SADAPS DISTRIBUTION
7 - Mobile,06 40 64 60 03 - Business Smartphone 20 Go,18.0,1.0,18.0,,2024-02-23 14:29:25,2024-11-12 14:46:50,744987,SADAPS DISTRIBUTION
7 - Mobile,06 40 91 28 73 - Business Smartphone 20 Go + 07 00 00 08 93 31 08 Business Data Only 5 Go,28.5,1.0,28.5,,2024-02-23 14:29:25,2024-11-12 14:46:50,744987,SADAPS DISTRIBUTION
7 - Mobile,06 46 13 09 92 - Business Smartphone 20 Go + 07 00 00 70 71 67 80 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 14:46:50,2024-11-12 14:46:50,744987,SADAPS DISTRIBUTION
7 - Mobile,06 59 48 16 23 - Business Smartphone 20 Go + 07 00 00 70 71 68 38 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 16:20:14,2024-11-12 16:20:14,744987,SADAPS DISTRIBUTION
7 - Mobile,06 60 10 78 13 - Business Smartphone 20 Go + 07 00 00 70 71 67 83 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:27:16,2024-11-12 15:27:16,744987,SADAPS DISTRIBUTION
7 - Mobile,06 78 72 20 95 - Business Smartphone 20 Go + 07 00 00 70 71 67 84 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:27:16,2024-11-29 14:37:45,744987,SADAPS DISTRIBUTION
7 - Mobile,06 81 07 43 81 - Business Smartphone 20 Go + 07 00 00 70 71 67 85 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:27:16,2024-11-12 15:27:16,744987,SADAPS DISTRIBUTION
7 - Mobile,06 81 07 54 91 - Business Smartphone 20 Go + 07 00 00 70 71 67 89 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:27:16,2024-11-12 15:27:16,744987,SADAPS DISTRIBUTION
7 - Mobile,06 98 63 94 05 - Business Smartphone 20 Go + 07 00 00 70 71 68 39 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 16:20:14,2024-11-12 16:20:14,744987,SADAPS DISTRIBUTION
7 - Mobile,06 99 29 13 63 - Business Smartphone 20 Go + 07 00 00 70 71 67 90 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:27:16,2024-11-12 15:33:50,744987,SADAPS DISTRIBUTION
7 - Mobile,06 99 29 27 32 - Business Smartphone 20 Go + 07 00 00 70 71 67 92 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:33:50,2024-11-12 15:33:50,744987,SADAPS DISTRIBUTION
7 - Mobile,06 99 35 92 14 - Business Smartphone 20 Go + 07 00 00 70 71 68 44 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 16:20:14,2024-11-12 16:20:14,744987,SADAPS DISTRIBUTION
7 - Mobile,07 48 11 66 83 - Business Smartphone 20 Go + 07 00 00 08 93 31 24 Business Data Only 5 Go,28.5,1.0,28.5,,2024-02-23 14:29:25,2024-11-12 14:46:50,744987,SADAPS DISTRIBUTION
7 - Mobile,07 48 12 00 80 - Business Smartphone 20 Go + 07 00 00 08 93 31 29 Business Data Only 5 Go,28.5,1.0,28.5,,2024-02-23 14:29:25,2024-11-29 10:07:35,744987,SADAPS DISTRIBUTION
7 - Mobile,07 48 12 26 89 - Business Smartphone 20 Go + 07 00 00 08 93 31 30 Business Data Only 5 Go,28.5,1.0,28.5,,2024-02-23 14:29:25,2024-11-29 14:37:45,744987,SADAPS DISTRIBUTION
7 - Mobile,07 48 12 73 54 - Business Smartphone 20 Go + 07 00 00 08 93 31 32 Business Data Only 5 Go,28.5,1.0,28.5,,2024-02-23 14:29:25,2024-11-12 14:46:50,744987,SADAPS DISTRIBUTION
7 - Mobile,07 48 72 63 70 - Business Smartphone 20 Go + 07 00 00 71 99 60 67 Business Data Only 5 Go,28.5,1.0,28.5,,2025-03-11 11:10:36,2025-03-11 11:10:36,744987,SADAPS DISTRIBUTION
7 - Mobile,07 50 54 81 71 - Business Smartphone 20 Go + 07 00 00 08 94 44 76 Business Data Only 5 Go,28.5,1.0,28.5,,2024-02-23 14:29:25,2024-11-12 14:46:50,744987,SADAPS DISTRIBUTION
7 - Mobile,07 50 55 53 29 - Business Smartphone 20 Go + 07 00 00 03 38 92 96 Business Data Only 5 Go,28.5,1.0,28.5,,2024-05-16 16:39:29,2024-11-12 14:46:50,744987,SADAPS DISTRIBUTION
7 - Mobile,07 50 55 53 40 - Business Smartphone 20 Go + 07 00 00 03 38 92 06 Business Data Only 5 Go,28.5,1.0,28.5,,2024-05-16 16:39:29,2024-11-29 14:37:45,744987,SADAPS DISTRIBUTION
7 - Mobile,07 50 56 16 77 - Business Smartphone 20 Go + 07 00 00 09 20 49 55 Business Data Only 5 Go,28.5,1.0,28.5,,2024-04-09 13:44:18,2024-11-12 14:46:50,744987,SADAPS DISTRIBUTION
7 - Mobile,07 55 58 14 59 - Business Smartphone 20 Go + 07 00 00 09 16 62 03 Business Data Only 5 Go,28.5,1.0,28.5,,2024-03-28 16:36:49,2024-11-12 14:46:50,744987,SADAPS DISTRIBUTION
7 - Mobile,07 55 58 14 64 - Business Smartphone 20 Go + 07 00 00 09 16 62 10 Business Data Only 5 Go,28.5,1.0,28.5,,2024-03-28 16:36:49,2024-11-29 10:07:06,744987,SADAPS DISTRIBUTION
7 - Mobile,07 55 59 35 01 - Business Smartphone 20 Go + 07 00 00 70 09 66 37 Business Data Only 5 Go,28.5,1.0,28.5,,2024-04-30 14:13:49,2024-11-12 14:46:50,744987,SADAPS DISTRIBUTION
7 - Mobile,07 55 59 66 99 - Business Smartphone 20 Go + 07 00 00 09 16 62 02 Business Data Only 5 Go,28.5,1.0,28.5,,2024-03-28 16:36:49,2024-11-12 14:46:50,744987,SADAPS DISTRIBUTION
7 - Mobile,07 56 41 33 53 - Business Smartphone 20 Go + 07 00 00 08 96 67 58 Business Data Only 5 Go,28.5,1.0,28.5,,2024-02-23 14:29:25,2024-11-12 14:46:50,744987,SADAPS DISTRIBUTION
7 - Mobile,07 57 00 74 93 - Business Smartphone 20 Go + 07 00 00 71 20 18 12 Business Data Only 5 Go,28.5,1.0,28.5,,2025-01-06 11:29:55,2025-01-06 11:29:55,744987,SADAPS DISTRIBUTION
7 - Mobile,07 60 90 98 66 - Business Smartphone 20 Go + 07 00 00 70 71 68 43 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 16:20:14,2024-11-29 14:40:47,744987,SADAPS DISTRIBUTION
7 - Mobile,07 61 22 66 44 - Business Smartphone 20 Go + 07 00 00 70 71 67 93 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:46:36,2024-11-29 14:39:53,744987,SADAPS DISTRIBUTION
7 - Mobile,07 62 17 64 55 - Business Smartphone 20 Go + 07 00 00 70 71 67 94 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:46:36,2024-11-12 15:46:36,744987,SADAPS DISTRIBUTION
7 - Mobile,07 62 30 97 67 - Business Smartphone 20 Go + 07 00 00 70 71 68 48 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 16:26:35,2024-11-12 16:26:35,744987,SADAPS DISTRIBUTION
7 - Mobile,07 63 26 81 51 - Business Smartphone 20 Go + 07 00 00 70 71 67 97 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:46:36,2024-11-29 14:39:53,744987,SADAPS DISTRIBUTION
7 - Mobile,07 63 32 25 81 - Business Smartphone 20 Go + 07 00 00 70 71 68 04 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:46:36,2024-11-29 14:39:53,744987,SADAPS DISTRIBUTION
7 - Mobile,07 63 79 50 86 - Business Smartphone 20 Go + 07 00 00 70 71 68 49 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 16:26:35,2024-11-12 16:26:35,744987,SADAPS DISTRIBUTION
7 - Mobile,07 63 79 50 89 - Business Smartphone 20 Go + 07 00 00 70 71 68 05 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:46:36,2024-11-12 15:46:36,744987,SADAPS DISTRIBUTION
7 - Mobile,07 70 18 03 89 - Business Smartphone 20 Go + 07 00 00 70 71 68 14 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:46:36,2024-11-12 15:46:36,744987,SADAPS DISTRIBUTION
7 - Mobile,07 70 18 03 96 - Business Smartphone 20 Go + 07 00 00 70 71 68 13 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:46:36,2024-11-12 15:46:36,744987,SADAPS DISTRIBUTION
7 - Mobile,07 72 45 49 92 - Business Smartphone 20 Go + 07 00 00 71 75 36 64 - Business Data Only 5 Go,28.5,1.0,28.5,,2025-03-03 14:56:29,2025-03-03 14:56:29,744987,SADAPS DISTRIBUTION
7 - Mobile,07 77 31 82 95 - Business Smartphone 20 Go + 07 00 00 70 71 68 07 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:46:36,2024-11-12 15:46:36,744987,SADAPS DISTRIBUTION
7 - Mobile,07 77 31 83 00 - Business Smartphone 20 Go + 07 00 00 70 71 68 50 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 16:26:35,2024-11-12 16:26:35,744987,SADAPS DISTRIBUTION
7 - Mobile,07 77 73 56 50 - Business Smartphone 20 Go + 07 00 00 70 71 68 08 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:46:36,2024-11-12 15:46:36,744987,SADAPS DISTRIBUTION
7 - Mobile,07 77 73 56 51 - Business Smartphone 20 Go + 07 00 00 70 71 68 53 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 16:26:35,2024-11-29 14:40:47,744987,SADAPS DISTRIBUTION
7 - Mobile,07 85 89 38 96 - Business Smartphone 20 Go + 07 00 00 70 71 68 54 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 16:26:35,2024-11-12 16:26:35,744987,SADAPS DISTRIBUTION
7 - Mobile,07 87 58 36 27 - Business Smartphone 20 Go + 07 00 00 70 71 68 09 Business Data Only 5 Go,28.5,1.0,28.5,,2024-11-12 15:46:36,2024-11-29 14:39:53,744987,SADAPS DISTRIBUTION
1 - Licenses and options,Hébergement Coeur de système - Téléphonie IP,49.9,1.0,49.9,,2021-02-08 09:20:48,2024-04-16 15:48:48,375191,SAFIR IMMO INVESTISSEMENT
1 - Licenses and options,Licence utilisateur,10.0,1.0,10.0,,2021-07-05 10:07:35,2024-04-16 15:48:48,375191,SAFIR IMMO INVESTISSEMENT
2 - Telephone lines,Accès illimité voix entrant &#047; sortant ,88.0,1.0,88.0,,2018-05-29 16:22:58,2019-11-29 10:58:38,375191,SAFIR IMMO INVESTISSEMENT
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1 Gbps Max,79.0,1.0,79.0,,2020-07-03 11:06:52,2024-04-16 15:48:48,375191,SAFIR IMMO INVESTISSEMENT
3 - Access links,Location Routeur 4G - 100 Go,20.0,1.0,20.0,,2024-06-27 16:12:10,2024-07-01 10:25:41,375191,SAFIR IMMO INVESTISSEMENT
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.6,1.0,0.6,,2021-07-05 10:07:35,2024-04-16 15:48:48,375191,SAFIR IMMO INVESTISSEMENT
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,5.0,1.0,5.0,,2018-05-29 16:22:58,2024-04-16 15:48:48,375191,SAFIR IMMO INVESTISSEMENT
7 - Mobile,Abonnement Business Smartphone DATA,15.0,1.0,15.0,,2019-11-29 11:07:46,2019-11-29 11:07:46,375191,SAFIR IMMO INVESTISSEMENT
1 - Licenses and options,Application Softphone Doko,7.0,1.0,7.0,,2020-12-02 16:57:49,2024-04-16 15:50:46,725643,SAM ET LIE (site principal)
1 - Licenses and options,Solution de Téléphonie Hébergée et Lien,110.0,1.0,110.0,,2020-12-02 16:57:49,2021-09-04 18:50:32,725643,SAM ET LIE (site principal)
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.5,6.0,3.0,,2020-12-02 16:57:49,2024-04-16 15:50:46,725643,SAM ET LIE (site principal)
1 - Licenses and options,Hébergement Coeur de système - Téléphonie IP,25.0,1.0,25.0,,2022-05-04 16:04:15,2024-04-16 15:52:45,1045047,SARL EAU PRES D'L
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,15.0,2.0,30.0,,2022-05-04 16:04:15,2024-04-16 15:52:45,1045047,SARL EAU PRES D'L
1 - Licenses and options,SoftPhone PC,2.5,1.0,2.5,,2023-08-28 11:38:57,2023-08-28 11:38:57,1045047,SARL EAU PRES D'L
7 - Mobile,Business Smartphone 5Go,22.0,1.0,22.0,,2022-05-04 16:04:15,2022-06-04 06:59:44,1045047,SARL EAU PRES D'L
7 - Mobile,Business voix SMS,8.0,1.0,8.0,Alarme,2024-04-29 09:26:13,2024-04-29 09:26:13,1045047,SARL EAU PRES D'L
7 - Mobile,Business Smartphone 20 Go,24.0,1.0,24.0,,2024-08-06 11:30:46,2024-08-06 11:30:46,1541596,SAS DILA
7 - Mobile,Business Smartphone 20 Go,24.0,3.0,72.0,,2023-12-07 13:35:19,2024-04-16 15:53:42,1366792,SAS FRANCE CHRIS
7 - Mobile,Business Smartphone 20 Go,21.0,1.0,21.0,,2025-03-28 09:14:00,2025-03-28 16:50:36,1706066,SAS R-M RENOVATION
1 - Licenses and options,Application Fax 2 Mail,9.0,1.0,9.0,,2022-10-20 16:47:53,2024-04-16 15:56:39,388502,SATO FRANCE
1 - Licenses and options,Application Softphone Doko,5.0,26.0,130.0,,2022-10-20 17:00:33,2025-04-24 16:39:32,388502,SATO FRANCE
1 - Licenses and options,Hébergement Coeur de système - Téléphonie IP,65.0,1.0,65.0,,2022-10-20 16:58:11,2024-04-16 15:56:39,388502,SATO FRANCE
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,13.0,35.0,455.0,,2022-10-20 16:59:40,2025-04-24 16:39:32,388502,SATO FRANCE
1 - Licenses and options,Ligne directe à l'arrivée - Groupe d'appel SAV,0.5,1.0,0.5,,2023-10-03 14:36:32,2023-12-11 11:05:38,388502,SATO FRANCE
1 - Licenses and options,Ligne dédiée SAV - Service à valeur ajoutés,10.0,1.0,10.0,,2023-10-03 14:36:32,2023-12-11 11:05:38,388502,SATO FRANCE
1 - Licenses and options,Package Contact Expérience,139.0,1.0,139.0,,2022-10-20 17:02:34,2023-12-11 11:05:38,388502,SATO FRANCE
1 - Licenses and options,8 adresses IP publique IPV4,24.0,1.0,24.0,,2018-08-21 15:23:04,2024-04-16 15:56:39,388502,SATO FRANCE
3 - Access links,Accès Internet - Fibre Dédiée FTTO - 100 Mbps - Symétrique et garanti,385.0,1.0,385.0,,2022-07-25 10:52:02,2024-04-16 15:56:39,388502,SATO FRANCE
3 - Access links,Accès Internet - Fibre Dédiée FTTO - 200 Mbps - Symétrique et garanti,630.0,1.0,630.0,,2018-08-24 16:23:41,2024-04-16 15:56:39,388502,SATO FRANCE
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,0.5,48.0,24.0,,2022-10-20 17:07:24,2025-04-24 16:39:32,388502,SATO FRANCE
6 - Hardware,Poste téléphonique IP - Location,3.3,16.0,52.8,,2022-10-20 17:12:48,2024-06-17 10:07:57,388502,SATO FRANCE
7 - Mobile,Business Smartphone 20 Go,22.5,28.0,630.0,,2019-10-30 15:34:59,2025-03-27 10:28:15,388502,SATO FRANCE
7 - Mobile,Business Smartphone 50 Go,28.0,3.0,84.0,,2020-05-26 18:18:06,2024-04-16 15:56:39,388502,SATO FRANCE
8 - Various,Remise Application Softphone Doko,-0.5,26.0,-13.0,,2022-10-20 17:01:23,2025-04-24 16:39:32,388502,SATO FRANCE
1 - Licenses and options,Coeur de système hébergé,25.0,1.0,25.0,,2025-02-06 09:01:17,2025-03-13 09:47:12,1642513,SATT POSE MENUISERIES
1 - Licenses and options,Licence utilisateur 2 communications (illimité F/M France),15.0,1.0,15.0,,2025-02-06 09:01:18,2025-02-06 09:01:18,1642513,SATT POSE MENUISERIES
1 - Licenses and options,Remise Mensuelle,-20.0,1.0,-20.0,,2025-02-06 09:01:18,2025-02-06 09:01:18,1642513,SATT POSE MENUISERIES
4 - Numbers and portabilities,Numéro direct SDA,0.5,1.0,0.5,,2025-02-06 09:01:18,2025-02-06 09:01:18,1642513,SATT POSE MENUISERIES
7 - Mobile,Avantage Parc 100 lignes,-50.4,1.0,-50.4,,2024-11-28 15:16:25,2025-05-16 09:24:52,508714,SCALAIR
7 - Mobile,Business Smartphone 1 Go,11.0,4.0,44.0,,2024-09-26 15:15:33,2024-11-28 15:16:25,508714,SCALAIR
7 - Mobile,Business Smartphone 20 Go,24.0,9.0,216.0,,2019-02-25 11:42:33,2025-05-16 09:24:52,508714,SCALAIR
7 - Mobile,Business Smartphone 5 Go,16.0,14.0,224.0,,2020-09-23 11:09:56,2025-05-16 09:24:52,508714,SCALAIR
7 - Mobile,Data Only 20 Go,20.0,1.0,20.0,,2025-04-15 09:07:24,2025-04-15 09:07:24,508714,SCALAIR
7 - Mobile,Business Smartphone 5Go Orange,29.0,1.0,29.0,,2019-01-29 09:21:39,2019-05-09 13:23:28,494516,SCI BJB
1 - Licenses and options,Application Fax 2 Mail / Mail 2 Fax,25.0,1.0,25.0,,2020-11-18 08:15:13,2024-04-16 16:01:15,471190,SCM BROCA
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,12.5,7.0,87.5,,2019-04-19 14:12:36,2024-11-15 09:14:19,471190,SCM BROCA
3 - Access links,Abonnement Routeur 4G ,35.0,1.0,35.0,,2020-11-12 15:49:47,2020-11-12 15:49:47,471190,SCM BROCA
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1 Gbps Max,79.0,1.0,79.0,,2020-11-12 15:49:47,2024-04-16 16:01:15,471190,SCM BROCA
4 - Numbers and portabilities,Numéro direct - SDA supplémentaire,3.5,1.0,3.5,,2019-04-19 14:26:37,2024-04-16 16:01:15,471190,SCM BROCA
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,10.0,1.0,10.0,,2020-11-12 15:49:47,2024-04-16 16:01:15,471190,SCM BROCA
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,10.0,1.0,10.0,,2020-11-12 15:49:47,2024-04-16 16:01:15,471190,SCM BROCA
1 - Licenses and options,Hébergement Coeur de système - Téléphonie IP,25.0,1.0,25.0,,2024-05-13 09:59:34,2024-05-13 09:59:34,473102,SCM DENTY
2 - Telephone lines,Licence utilisateur - Illimité F/M France et 70 destinations,15.0,2.0,30.0,,2018-12-27 15:45:02,2024-04-16 16:02:18,473102,SCM DENTY
3 - Access links,Accès Internet - Fibre Mutualisée FTTH - 1 Gbps Max,59.0,1.0,59.0,,2018-12-27 15:45:02,2024-04-16 16:02:18,473102,SCM DENTY
6 - Hardware,Routeur Internet - Supervision - Compatible VRRP,5.0,1.0,5.0,,2018-12-27 15:45:02,2024-04-16 16:02:18,473102,SCM DENTY
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,21.6,1.0,21.6,,2023-02-02 18:14:37,2024-04-16 16:02:54,1188787,SCM MODF
1 - Licenses and options,Numéro direct - SDA supplémentaire,0.8,1.0,0.8,,2023-02-02 18:14:37,2024-04-16 16:02:54,1188787,SCM MODF
1 - Licenses and options,Hébergement Coeur de système Contact Expérience,159.0,1.0,159.0,,2023-12-05 09:56:16,2023-12-11 11:11:19,448657,SELARL EMILIE ET HENRI CATHELAIN
1 - Licenses and options,Licence utilisateur - Illimité F/M France et 70 destinations,12.5,4.0,50.0,,2023-12-05 09:56:16,2024-04-16 16:08:11,448657,SELARL EMILIE ET HENRI CATHELAIN
